Split,Filename_Removed,Reason
val,NZ_RRIR01000125.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP146471.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP072733.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NC_021076.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OK500124.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_RRMC01000075.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP123027.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OW970547.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JABXTF010000004.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP087841.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP034006.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP183861.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP086427.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NC_017112.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP064565.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_AP027982.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP177630.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP177525.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP028658.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP066613.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP064579.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_MBOT01000030.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP015786.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JAQISM010000034.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OY731307.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JABXSJ010000035.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP094863.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OZ111437.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP047392.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP100505.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP050913.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_VOOF01000120.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JBKYLW010000003.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP140401.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_QUSC01000032.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP148827.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OX291471.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OU016042.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_RRGW01000209.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP057108.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_MH121702.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP013812.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP043391.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JBAKMR010000064.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP050906.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_RRDK01000174.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP153074.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JAMYCW010000048.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP010303.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP148212.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_MW999354.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_RRMJ01000079.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP169331.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP043390.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP062751.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP161861.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_VIRX01000010.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP065804.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_PP589786.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP067284.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP140359.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP194430.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP138569.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP157608.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP107475.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP018126.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JBDYFS010000068.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP064643.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP152194.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP090507.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JAFHLG010000005.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP007728.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP176048.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP149379.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP145930.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP070050.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_LR130549.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP177905.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JADAJE010000043.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP072276.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NC_017106.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OQ821123.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP148488.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP116989.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP023781.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP161860.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP072737.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP086492.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OP242258.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP069622.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_RRMJ01000086.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_RREI01000183.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_AP028668.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP064596.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_AP025861.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP095696.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP070910.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP177677.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP023846.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_MN276081.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP038666.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_PJPZ02000020.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_QPKQ01000024.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP177853.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP146456.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OZ111434.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP154229.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_MT296561.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JACKZM010000394.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP064526.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP143724.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP071962.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP177607.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP177455.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP142819.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OQ821064.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_KY352353.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OZ032136.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_OY978240.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_PQ559525.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP034578.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_JACEFN010000070.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP107451.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP071688.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
val,NZ_CP160172.1.cleaned.fna,"Exact duplicate (MD5, Train vs Val)"
test,NZ_CP136371.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_AP019554.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP130260.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP151605.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PV022905.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP122335.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP086533.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP138558.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JPGT01000112.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP010763.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRPI01000123.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MZ152093.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAMYCZ010000063.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP043387.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP107486.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP148940.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP002133.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_LNUE01000058.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP133428.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OL589121.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP085861.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP120976.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBMBWK010000004.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRFM01000193.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP097234.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_007792.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP140763.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP162954.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBAKMR010000047.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PQ872792.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP170105.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRJT01000191.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBDYEK010000022.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRIA01000157.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP107300.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP064251.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP055423.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_LR890541.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_021570.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP128047.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP124838.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MIDY01000135.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRKJ01000187.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRJM01000130.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP170953.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MTZY01000067.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP098662.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP076549.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP139663.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OZ111480.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_LXQX01000017.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP070418.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_ON209139.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_QKRK01000069.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177712.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP168963.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP127339.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRGE01000174.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_017127.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP076150.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP148812.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_020551.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP064532.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JARDUQ010000030.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177765.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JACKZM010000463.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP137499.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP074782.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP003713.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OQ821089.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP050917.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAGGIL010000006.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP150842.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP102904.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP014431.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PV023027.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP018678.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MK986791.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP163107.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177363.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP033994.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_LR135301.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP167795.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP146159.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP079142.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177833.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RROV01000168.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP056937.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBAKMR010000051.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP103709.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRLC01000079.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP023847.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRLB01000071.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP101773.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OZ111425.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP178885.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAAEXF010000021.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP169950.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRJX01000174.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRRQ01000168.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRTL01000190.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP107607.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAKGCA010000004.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAQISM010000040.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP077739.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBJUUS010000008.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP086418.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAAMUX010000035.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRKN01000132.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_FJ705305.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRKW01000073.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAMYCY010000071.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RROX01000173.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP010758.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP115905.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP012934.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP114677.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRHL01000175.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP072400.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JACKZQ010000568.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MG299132.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP096175.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_KT346360.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PP589888.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_AP027647.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177493.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP145161.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP106853.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRKW01000068.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JPGS01000119.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP100146.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP126822.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRHS01000159.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OY970412.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAIXHF010000034.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177680.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP040036.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP149174.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MUMW01000089.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_VLPM01000224.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP148821.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_006673.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBDYGV010000030.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MTZW01000099.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177907.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP024559.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRGE01000184.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP066627.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP192829.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP028613.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAHMKF010000029.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_AP027671.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP014421.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MIDY01000175.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OK086355.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRKX01000079.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MW133286.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP065271.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP147579.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP022728.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP140388.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP073899.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP118777.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRSE01000223.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRKZ01000083.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP142709.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRFM01000199.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OW970480.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PQ872757.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP014434.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRTN01000180.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_011897.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OY757098.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP039182.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP118852.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP034480.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP072721.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP114691.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JASBCL010000005.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP024546.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OQ423476.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRRQ01000165.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP079611.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_NHYH01000039.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP064645.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP107461.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP043468.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP028098.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP138784.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MW264506.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CM007790.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP034575.2.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP130923.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
